Run_ID,Feed_Temp_K,Feed_Press_Pa,Benzene_Frac,Stages,Feed_Stage,Reflux_Ratio,Bottoms_Rate,x_D_Benzene,x_B_Benzene,Q_C_kW,Q_R_kW,Converged
1560,337.91627541759834,136038.99359180062,0.6586359865930899,17,8,2.923269777703368,55.58226639679522,0.6904374061288643,0.00026858386053770725,144441.61969285633,148552.47615630366,True
1561,319.01334583581786,112764.06994549528,0.6489804644558816,28,7,4.329465163475193,53.87941749392556,0,0,0,0,False
1562,348.0010733549977,123571.29557904486,0.3565746942397446,15,8,4.086099979817008,59.97888131865112,0.37621369670888505,0.0004465563154942572,182901.03054704535,186881.40867937298,True
1563,303.1395559538348,140720.28670657598,0.4291896011388886,26,5,1.3288991641365875,44.54795314181624,0,0,0,0,False
1564,334.1532740483051,119433.1166835267,0.4265697682512397,23,5,2.263442467261248,55.34431221515611,0,0,0,0,False
1565,319.0303194627063,141838.50944541735,0.6122809781350864,21,11,3.846442063482569,59.30859084648603,0,0,0,0,False
1566,335.8081541900376,137712.66357880822,0.6216024500569868,25,6,2.8370358099069266,58.0283069683772,0,0,0,0,False
1567,347.29672550736404,140913.25527354423,0.6108249994936672,28,7,2.444897696231499,57.47546676976064,0,0,0,0,False
1568,326.16681818059624,107798.43683056741,0.57102930270055,20,13,4.67963365232591,59.0950502279552,0.6008668354266672,0.0007073622719122733,207643.7714130579,214177.2400956876,True
1569,320.60983311800896,135521.60856172652,0.4814263782893372,21,8,3.915386609118256,48.53409571776032,0,0,0,0,False
1570,309.37006343784344,113595.8048126167,0.4704989730378144,26,12,2.401811709640895,57.733090937787665,0,0,0,0,False
1571,333.91678541013226,144828.77026878108,0.3372374234038977,24,7,4.519634058724111,47.45209677424154,0,0,0,0,False
1572,297.4599976593042,124347.99252212449,0.45978796058921567,24,5,4.332143241779524,47.77305518339837,0,0,0,0,False
1573,291.5625237301534,142858.00658287265,0.4487995233020318,23,10,3.103629465283179,53.26532403526619,0,0,0,0,False
1574,292.22466778663573,105221.91179236466,0.4979714619008757,28,11,1.4558667188027155,51.39530854422512,0,0,0,0,False
1575,331.75274947927807,126540.01343139108,0.5539601147824642,29,11,2.0987074774348287,57.60769675086164,0,0,0,0,False
1576,330.5760488141823,117206.44322913299,0.5283461570904989,29,11,3.570467950881147,51.55513375776157,0,0,0,0,False
1577,345.4555967307027,102443.86086846006,0.4576757961434993,18,6,3.7937196006927625,55.8734232118837,0.4806978130420671,1.1398520423977802e-05,174550.36597697632,178383.6411944467,True
1578,317.76276856123144,107606.44032418671,0.37600087416554495,19,10,2.2080657943819038,54.74209465499982,0.3947653685777565,0.00015057846931637635,116147.3652891826,125164.89001886843,True
1579,344.4874541319192,108383.75981711283,0.36559038753901424,28,8,4.508769210331178,50.64011137698316,0,0,0,0,False
1580,330.0940737151258,121558.7289036299,0.5046478704940546,28,11,4.467133234806823,50.41091984373234,0,0,0,0,False
1581,310.09942428209195,149913.30266326515,0.5167042813885198,20,5,1.7101937038643351,58.473481121307756,0.5436982934188664,2.372750098373275e-06,98838.37900064734,108276.44024648842,True
1582,317.4448950934559,102393.59367150797,0.5105430355694229,16,7,2.7702128829023125,48.56037474991312,0.5325094337173647,0.00018801966657968638,138730.82417614694,147011.91523136199,True
1583,334.71755061946084,101792.46114704601,0.6106289870691306,29,8,1.3599901095901352,59.010896934653594,0,0,0,0,False
1584,343.76454289374067,137733.8551911618,0.5807004402687808,16,9,3.259028255006619,50.74718636548183,0.6065100893170183,0.000993864170787065,157016.57418245942,160485.96981739305,True
1585,315.16477046310024,113712.17614913858,0.3518168688477745,22,5,3.848250068136733,44.04996873686715,0,0,0,0,False
1586,298.37965734608855,119668.41379483607,0.45784588568242857,23,8,1.9879321790850635,42.804704605906586,0,0,0,0,False
1587,293.4995206947228,123255.6650648434,0.3869616861846412,21,6,2.549676678016146,48.24956005294285,0,0,0,0,False
1588,347.13235265080573,116836.188605647,0.4633896208281174,28,8,4.53567842225424,54.659709294317224,0,0,0,0,False
1589,334.6466444869987,135675.22281021907,0.4117798227568331,25,6,1.9507976661817314,59.35646014040451,0,0,0,0,False
1590,344.49921193854755,100316.42617458577,0.46206276088926945,15,10,1.9266827860561477,46.38598986051224,0.48095721302426836,0.005421595307246077,107555.27973564046,111522.76982830442,True
1591,348.20332759484484,138351.10613654752,0.5750331572437661,26,5,4.701546603765534,57.803445225084815,0,0,0,0,False
1592,330.11039759640533,100854.6075525818,0.5729234316933125,27,10,4.256047336284081,44.36679574083731,0,0,0,0,False
1593,337.4872774481372,142112.00259260836,0.42495120095058647,20,13,2.247263554661754,40.68061815236691,0.44035949487805726,0.0008467922158481284,119624.49420313422,125017.23320457806,True
1594,308.12447153366605,100787.0789551736,0.5131689220503182,19,13,2.7154660405984177,44.387218859102084,0.5331907397330001,0.0021461672190135526,137274.06724951995,147038.6779269044,True
1595,343.34093641595973,110605.69622657355,0.41566553669647593,22,6,3.2654153311882954,49.45386166194656,0,0,0,0,False
1596,314.5839328395484,101026.28339824147,0.4488374364901331,25,6,3.481273246776338,40.29725554749478,0,0,0,0,False
1597,311.73647346297,133979.51244490937,0.5462280927260078,17,10,3.8083138613161562,53.89570464360748,0.5722458036439537,0.000796583084389865,176421.51290316755,185437.404309521,True
1598,328.85845915919003,135340.17847196947,0.4801081124291352,27,10,4.64151417393844,48.44759630278932,0,0,0,0,False
1599,315.94511899866933,142234.70365276677,0.3196105843203508,18,13,2.8927531503466204,46.933516251346234,0.33321508573113967,0.002525274191669826,141184.3532878023,150852.67596466467,True
1600,292.09392778247735,133639.5721014499,0.37944554254485685,25,12,2.7150266885569656,43.526795859495415,0,0,0,0,False
1601,328.61542575392957,109664.30321502806,0.35986587589478064,29,11,4.69533332371385,44.951491835775215,0,0,0,0,False
1602,349.3247973484499,144995.47852816145,0.666844586977939,18,7,2.707752145772494,58.3079747437785,0.7006628462553267,5.995606160805091e-05,136188.52187758253,138278.12833031328,True
1603,346.4268417439399,119987.23466528096,0.31951661019838334,24,13,1.793448144524507,41.25205212469733,0,0,0,0,False
1604,314.45389909833955,119013.78833449833,0.6355114094756815,15,13,4.059185671946084,52.96085433720472,0.6624403177501357,0.051480146823803904,186630.63756283917,194741.0560262591,True
1605,326.073616435965,140315.15220242753,0.4465822074497024,26,10,4.38289197730678,40.2523446501316,0,0,0,0,False
1606,309.1776351739364,115711.92232330944,0.5456057125079877,27,11,1.229247721648212,56.47450677047078,0,0,0,0,False
1607,327.52358230659434,143674.87787889756,0.46682509132240746,26,11,4.290097226636165,51.38826688274797,0,0,0,0,False
1608,313.4733949094477,137255.35743371252,0.3609491476588206,22,8,1.8632334652382176,49.199636585827385,0,0,0,0,False
1609,337.5710040713107,139954.4294644347,0.6717399473339505,26,12,2.321274763957361,51.36394392604678,0,0,0,0,False
1610,302.3333827573465,100719.95569392065,0.6318608847980328,19,7,2.4348697892321516,43.2806367231479,0.6554851239521424,2.5000196638011722e-05,127813.71042007758,137866.2880326916,True
1611,294.08891122695894,124332.87290487385,0.30344956098957315,23,10,3.1119261716724615,58.81776054469449,0,0,0,0,False
1612,313.2167063801469,113079.13951858853,0.44820147555366513,20,11,4.718100193776467,47.166408370210064,0.4671123455110551,9.85973634348196e-05,209764.4952507514,219082.41279578567,True
1613,304.32371781719974,140210.35255716636,0.5546114615307884,15,8,4.144870480331941,48.361371068417405,0.5781684922679962,0.0007513917679273065,189842.53767973854,199985.27879460593,True
1614,342.91277495740616,131668.85955072334,0.5879315974785042,24,11,3.709100314843564,41.571026594664694,0,0,0,0,False
1615,344.46107201480146,124683.1384869345,0.47011250610967775,18,6,3.2057370862208865,45.3352034723159,0.48907933601878445,1.3124765921982415e-05,154799.1280239208,158726.5908536461,True
1616,327.32946744219004,146813.5150987378,0.3253955102862178,27,8,4.250398853094778,48.6761351287268,0,0,0,0,False
